code,name,symbol
"CTM","Quilatage métrico","Es una unidad de masa igual a 200  mg y se utiliza para la medición de las piedras preciosas y perlas ."
"CTN","Tonelada de contenido (métrica)","Unidad de masa que define el número de toneladas métricas de un elemento con nombre en un producto."
"CUR","Curie","El Curie (Ci) es la unidad antigua de medida de radiactividad, definida como la actividad de in gramo del isótopo Ra-226, su equivalencia es: 1Ci = 3,7 1010 Bq."
"CWA","Hundred pound",""
"CWI","Hundredweight",""
"CZ","Combo",""
"D03","Kilovatio hora por hora","Unidad de energía acumulada en mil vatios durante un período de una hora."
"D04","Lot [unidad de peso]","Unidad de peso igual a aproximadamente media onza o 15 gramos."
"D1","Segundo recíproco por estereorradián",""
"D10","Siemens por metro",""
"D11","Mebibit","Una unidad de información igual a 2²⁰ (1048576) bits (dígitos binarios)."
"D12","Siemens metro cuadrado por Mol",""
"D13","Sievert",""
"D14","Yarda mil lineal",""
"D15","Sone","Una unidad de volumen del sonido subjetivo. Un sone es la intensidad de un tono puro de la frecuencia y la fuerza de un kilohertz 40 decibelios."
"D16","Centímetro cuadrado por erg",""
"D17","Centímetro cuadrado por esteroradian erg",""
"D18","Metro kelvin",""
"D19","Metro cuadrado kelvin por watt.",""
"D2","Segundo recíproco por estereorradián metro cuadrado",""
"D20","Metro cuadrado por joule",""
"D21","Metro cuadrado por kilogramo",""
"D22","Metro cuadrado por Mol",""
"D23","Gramo pluma (proteína)","Unidad de recuento pata definir el número de gramos de aminoácidos  prescritos para la terapia parenteral y terapia enteral."
"D24","Metro cuadrado por esteroradian",""
"D25","Metro cuadrado por esteroradian joule",""
"D26","Metro cuadrado por voltiosegundo",""
"D27","Estereorradían","Es la unidad que mide angulos solidos"
"D28","sifón",""
"D29","Terahertz","Se refiere a las ondas electromagnéticas que se propagan en las frecuencias en el rango de los terahercios."
"D30","Terajoule",""
"D31","Terawatt",""
"D32","Terawatt hora",""
"D33","Tesla","Es la inducción magnética uniforme que, repartida normalmente sobre una superficie de 1 metro cuadrado, produce a través de esta superficie un flujo magnético total de 1 weber."
"D34","Tex","Enidad de medida utilizada para medir la densidad o la masa lineal de una fibra."
"D35","Calorías (termoquímicas)",""
"D36","Megabit","unidad que se usa para cuantificar un caudal de datos equivalente a 1000 kb/s."
"D37","Calorías (termoquímicas) por gramo de kelvin",""
"D38","Calorías (termoquímicas) por segundo centímetro kelvin",""
"D39","Calorías (termoquímicas) por segundo centímetro cuadrado kelvin",""
"D40","Mil litros",""
"D41","Tonelada por metro cúbico",""
"D42","Año tropical","Unidad de tiempo equivalente a 365.242 19 días. Sinónimo: año solar."
"D43","Unidad de masa atómica unificada",""
"D44","Var","El nombre de la unidad es un acrónimo de volt-amperio-reactive."
"D45","Voltio cuadrado por kelvin cuadrado",""
"D46","Voltioio-amperio",""
"D47","Voltio por centímetro",""
"D48","Voltio por Kelvin",""
"D49","Millivoltio por Kelvin",""
"D5","Kilogramo por centímetro cuadrado",""
"D50","Voltio por metro","Es la intensidad de un campo eléctrico, que ejerce una fuerza de 1 newton sobre un cuerpo cargado con una cantidad de electricidad de 1 coulomb."
"D51","Voltio por milímetro",""
"D52","Watt por kelvin",""
"D53","Watt por metro kelvin","Es la conductividad térmica de un cuerpo homogéneo isótropo, en la que una diferencia de temperatura de 1 kelvin entre dos planos paralelos, de área 1 metro cuadrado y distantes 1 metro, produce entre estos planos un flujo térmico de 1 watt."
"D54","Watt por metro cuadrado",""
"D55","Watt por metro cuadrado kelvin",""
"D56","Watt por metro cuadrado kelvin a la cuarta potencia",""
"D57","Watt por estereorradián",""
"D58","Watt por estereorradián metro cuadrado",""
"D59","Weber por metro",""
"D6","Roentgen por segundo",""
"D60","Weber por milímetro",""
"D61","Minuto [unidad de ángulo]","Es una sexagesima parte de un grado."
"D62","Segundo [unidad de ángulo]","Es una unidad de medida angular. Su valor equivale a 1/60 del minuto de arco y a 1/3600 del grado sexagesimal."
"D63","Libro","Unidad de recuento para definir el número de libros (libro: conjunto de elementos unidos entre sí o documento de un material escrito)."
"D64","bloquear",""
"D65","Redondo","Unidad de recuento para definir el número de rondas (redondos: un objeto circular o cilíndrico)."
"D66","casete",""
"D67","Dólar por hora",""
"D68","Número de palabras","Unidad de recuento para definir el número de palabras."
"D69","Pulgada a la cuarta potencia",""
"D7","Sandwich",""
"D70","Calorías (tabla internacional)",""
"D71","Calorías (tabla internacional) por segundo centímetro kelvin",""
"D72","Calorías (tabla internacional) por segundo centímetro cuadrado kelvin",""
"D73","Joule metro cuadrado",""
"D74","Kilogramo por Mol",""
"D75","Calorías (tabla internacional) por gramo",""
"D76","Calorías (tabla internacional) por gramo de kelvin",""
"D77","MegaCulombio",""
"D78","Megajoule por segundo","Unidad de energía acumulada igual a un millón de julios por segundo."
"D79","Viga",""
"D8","Draize score",""
"D80","Microwatt",""
"D81","Microtesla",""
"D82","Microvoltio",""
"D83","Milinewton metro",""
"D85","Microwatt por metro cuadrado","Es equivalente a una millonésima parte de un vatio."
"D86","MiliCulombio",""
"D87","MiliMol por kilogramo",""
"D88","MiliCulombio por metro cúbico",""
"D89","MiliCulombio por metro cuadrado",""
"D9","Dina por centímetro cuadrado",""
"D90","Metro cúbico (neta)",""
"D91","Rem",""
"D92","banda",""
"D93","Segundo por metro cúbico",""
"D94","Segundo por metro cúbico Radian",""
"D95","Joule por gramo",""
"D96","Libra bruta",""
"D98","Libra masiva",""
"D99","manga",""
"DAA","Decar",""
"DAD","Decena de días","Unidad de tiempo que define el número de días en múltiplos de 10."
"DAY","Día","Se denomina día (del latín dies) al lapso que tarda la Tierra desde que el Sol está en el punto más alto sobre el horizonte hasta que vuelve a estarlo."
"DB","Libra seca","Unidad de masa que define el número de libras de un producto, sin tener en cuenta el contenido de agua del producto."
"DC","Disco (disco)",""
"DD","Grado [unidad de ángulo]","Es el resultado de dividir el ángulo llano en 180 partes iguales."
"DE","Acuerdo",""
"DEC","Década","Unidad de recuento de definir el número de décadas (década: cantidad igual a 10 o tiempo igual a 10 años)."
"DG","Decigramo",""
"DI","dispensador",""
"DJ","Decagramo",""
"DLT","Decilitro",""
"DMA","Decámetro cúbico",""
"DMK","Decímetro cuadrado","Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro."
"DMO","Kiloliter norma","Unidad de volumen que define el número de kilolitros de un producto a una temperatura de 15 grados centígrados, sobre todo en relación con los aceites de hidrocarburos."
"DMQ","Decímetro cúbico","Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro."
"DMT","Decímetro","Es una unidad de longitud. Es el primer submúltiplo del metro y equivale a la décima parte de él."
"DN","Decinewton metro",""
"DPC","Docenas de piezas","Unidad de recuento para definir el número de piezas en múltiplos de 12 (pieza: un solo artículo, el artículo o ejemplar)."
"DPR","Docenas de pares","Unidad de recuento de definir el número de pares en múltiplos de 12 (par: ítem descrito por dos de)."
"DPT","Peso de desplazamiento","Unidad de masa que define el volumen de agua de mar de un barco desplaza, expresada como el número de toneladas."
"DQ","registro de datos",""
"DRA","Dram (EUA)","Sinónimo: dracma (Reino Unido), dram Troy"
"DRI","Dram (UK)","Son las siglas de la voz inglesa Dynamic Random Access Memory, que significa memoria dinámica de acceso aleatorio (o RAM dinámica), para denominar a un tipo de tecnología de memoria RAM basada en condensadores, los cuales pierden su carga progresivamente, necesitando de un circuito dinámico de refresco que, cada cierto período, revisa dicha carga y la repone en un ciclo de refresco."
"DRL","Docena de rodillos","Unidad de recuento de definir el número de rollos, expresado en doce unidades de rodillos."
"DRM","Drachm (UK)",""
"DS","monitor",""
"DT","Tonelada seca","Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto."
"DTN","Decitonelada métrica","Sinónimo: centner, métrico 100 kg; Quintal, métrico 100 kg"
"DU","dina",""
"DWT","Pennyweight","La unidad obsoleta pennyweight era Unidad de masa utilizada en el Reino Unido antes de 1971. Se consideraba equivalente a la masa de un penique, y equivale a la 1/240 parte de una libra troy. Se abrevia pwt."
"Dx","Dina por centímetro",""
"DY","Libro de directorio",""
"DZN","Docena","Unidad de recuento de definir el número de unidades en múltiplos de 12."
"DZP","Docena de paquete","Unidad de conteo que define el número de paquetes en múltiplos de 12 (paquete: unidad de embalaje estándar)."
"E01","Newton por centímetro cuadrado","Medida de la presión expresada en newtons por centímetro cuadrado"
"E07","Megawatt hora por hora","Unidad de energía acumulado de un millón de vatios durante un período de una hora."
"E08","Megavatios por hertz","Unidad de energía expresada como el cambio de carga en millones de watts que provocará un desplazamiento de frecuencia de un hertz."
"E09","Miliamperio hora","Unidad de carga de potencia entregada a razón de una milésima parte de un amperio durante un período de una hora."
"E10","Día de grado","Unidad de medida utilizada en la meteorología y la ingeniería para medir la demanda de calentamiento o enfriamiento durante un período determinado de días."
"E11","Gigacalorie","Una unidad de energía térmica equivalente a mil millones de calorías."
"E12","Mille","Unidad de recuento de definir el número de cigarrillos en unidades de 1.000."
"E14","Kilocaloría (tabla internacional)",""
"E15","Kilocaloría (termoquímica) por hora",""
"E16","Millón de btu (ti) por hora","Unidad de potencia igual a un millón de unidades térmicas británicas por hora."
"E17","Pie cúbico por segundo","Unidad de volumen igual a un pie cúbico pasa por un punto dado en un periodo de un segundo."
"E18","Tonelada por hora","Una unidad de peso o masa equivalente a una tonelada métrica por hora."
"E19","Ping","Unidad de área equivalente a 3,3 metros cuadrados."
"E20","Megabit por segundo","Unidad de información igual a 10 ⁶  (1000000) bits (dígitos binarios) por segundo."
"E21","Shares","Unidad de recuento para definir el número de acciones (proporción: un total o una parte de las partes en que se divide el capital de una entidad comercial)."
"E22","Tue","Unidad de recuento para definir el número de unidades equivalentes a veinte pies (TEU) como una medida de la capacidad de carga en contenedores."
"E23","Neumático","Unidad de recuento de definir el número de neumáticos (una cubierta sólida o llena de aire colocado alrededor de una llanta de rueda para formar un contacto suave con la carretera, absorber los golpes y proporcionar tracción)."
"E25","Unidad activa","Unidad de conteo que define el número de unidades activas dentro de una sustancia."
"E27","Dosis","Unidad de recuento de definir el número de dosis (dosis: una cantidad definida de un medicamento o fármaco)."
"E28","Tonelada seca de aire","Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto."
"E3","remolque",""
"E30","Hebra","Unidad de recuento de definir el número de hebras (hebra: de largo,, flexible, solo hilo delgado, tiras de fibra, filamento constituyente o múltiplos de la misma, trenzados entre sí)."
"E31","Metro cuadrado por litro","Unidad de recuento de definir el número de metros cuadrados por litro."
"E32","Litros por hora","Unidad de recuento de definir el número de litros por hora."
"E33","Por mil pies","Unidad de recuento de definir el número de pies por mil unidades."
"E34","Gigabyte","Unidad de información igual a 10⁹ bytes."
"E35","Terabyte","Unidad de información igual a 10¹² bytes."
"E36","Petabyte","Unidad de información igual a 10¹⁵ bytes."
"E37","Pixel","Unidad de recuento de definir el número de píxeles (píxel: elemento de imagen)."
"E38","Megapíxeles","Unidad de recuento igual a 10 $ ⁶ $ (1000000) píxeles (elementos de imagen)."
"E39","Puntos por pulgada","Unidad de información que define el número de puntos por pulgada lineal como una medida de la resolución o nitidez de una imagen gráfica."
"E4","Kilo bruto","Unidad de masa que define el número total de kilogramos antes de las deducciones."
"E40","Parte por cien mil","Unidad de proporción igual a 10⁻⁵."
"E41","Kilogramo-fuerza por milímetro cuadrado",""
"E42","Kilogramo-fuerza por centímetro cuadrado",""
"E43","Joule por centímetro cuadrado","Una unidad de energía que define el número de julios por centímetro cuadrado."
"E44","Metros kilogramo-fuerza por centímetro cuadrado","Unidad de torsión que define el medidor de par kilogramo-fuerza por centímetro cuadrado."
"E45","MiliOhm",""
"E46","Kilovatio hora por metro cúbico","Unidad de consumo de energía expresada como kilovatio hora por metro cúbico."
"E47","Kilovatio hora por kelvin","Unidad de consumo de energía expresada como kilovatio hora por kelvin."
"E48","Unidad de servicio","Unidad de conteo que define el número de unidades de servicio (unidad de servicio: definido período / propiedad / centro / utilidad de alimentación)."
"E49","Día de trabajo","Unidad de recuento de definir el número de días de trabajo (jornada de trabajo: un día en el que se lleva a cabo normalmente un trabajo)."
"E5","Tonelada métrica larga","Utilice ton (UK) o tonelada larga (US) (código común LTN)"
"E50","Unidad de cuenta","Unidad de recuento de definir el número de unidades de contabilidad."
